0.000000, -0.881780, 56.982598
0.000000, -0.845757, 56.982598
0.000000, -0.581958, 56.982598
0.000000, -0.007961, 56.982598
0.000000, 0.102069, 4.740996
0.000000, 0.166421, 4.740996
0.000000, 0.330978, 4.740996
0.000000, 0.377167, 4.740996
0.000000, 0.496140, 56.982598
0.000000, 0.574186, 4.740996
0.000000, 0.635098, 4.740996
1.000000, -0.628075, 56.982598
1.000000, -0.528171, 56.982598
1.000000, -0.485725, 56.982598
1.000000, -0.443687, 56.982598
1.000000, 0.804189, 56.982598
2.000000, -0.756213, 56.982598
2.000000, -0.467431, 56.982598
2.000000, -0.443039, 56.982598
2.000000, -0.100444, 56.982598
2.000000, 0.599379, 56.982598
2.000000, 0.692023, 56.982598
2.000000, 0.876052, 56.982598
2.000000, 0.934494, 56.982598
3.000000, -0.512945, 56.982598
3.000000, -0.099439, 56.982598
3.000000, 0.044662, 56.982598
3.000000, 0.239670, 56.982598
3.000000, 0.306360, 56.982598
3.000000, 0.478954, 56.982598
3.000000, 0.599953, 56.982598
3.000000, 0.632847, 56.982598
3.000000, 0.831600, 56.982598
4.000000, -0.971561, 56.982598
4.000000, -0.102800, 56.982598
4.000000, 0.432803, 56.982598
4.000000, 0.647202, 56.982598
4.000000, 0.831332, 56.982598
5.000000, -0.957668, 56.982598
5.000000, -0.836771, 56.982598
5.000000, -0.517423, 56.982598
5.000000, -0.291678, 56.982598
5.000000, -0.221666, 56.982598
5.000000, -0.026357, 56.982598
5.000000, 0.056186, 56.982598
5.000000, 0.173102, 56.982598
5.000000, 0.180457, 56.982598
5.000000, 0.641976, 56.982598
5.000000, 0.849602, 56.982598
5.000000, 0.965683, 56.982598
6.000000, -0.903590, 56.982598
6.000000, 0.075438, 56.982598
6.000000, 0.431982, 56.982598
6.000000, 0.579935, 56.982598
6.000000, 0.621476, 56.982598
6.000000, 0.687411, 56.982598
6.000000, 0.834090, 56.982598
6.000000, 0.929298, 56.982598
7.000000, -0.925115, 56.982598
7.000000, -0.913599, 56.982598
7.000000, -0.711664, 56.982598
7.000000, 0.076980, 56.982598
7.000000, 0.445567, 56.982598
7.000000, 0.482377, 56.982598
7.000000, 0.551442, 56.982598
7.000000, 0.576572, 56.982598
7.000000, 0.741474, 56.982598
7.000000, 0.882552, 56.982598
7.000000, 0.996365, 56.982598
8.000000, -0.591167, 56.982598
8.000000, -0.328697, 56.982598
8.000000, -0.187730, 56.982598
8.000000, -0.167456, 56.982598
8.000000, 0.527902, 56.982598
8.000000, 0.593673, 56.982598
8.000000, 0.695525, 56.982598
8.000000, 0.746727, 56.982598
8.000000, 0.801491, 56.982598
8.000000, 0.856980, 56.982598
9.000000, -0.818983, 56.982598
9.000000, -0.619045, 56.982598
9.000000, -0.370538, 56.982598
9.000000, -0.244327, 56.982598
9.000000, 0.105931, 56.982598
9.000000, 0.386510, 56.982598
9.000000, 0.389446, 56.982598
9.000000, 0.513679, 56.982598
9.000000, 0.586612, 56.982598
9.000000, 0.741212, 56.982598
9.000000, 0.827611, 56.982598
10.000000, -0.525315, 56.982598
10.000000, -0.507815, 56.982598
10.000000, -0.001591, 56.982598
10.000000, 0.108479, 56.982598
10.000000, 0.359953, 56.982598
10.000000, 0.520563, 56.982598
10.000000, 0.832064, 56.982598
10.000000, 0.956591, 56.982598
11.000000, -0.463079, 56.982598
11.000000, 0.341571, 56.982598
11.000000, 0.549733, 56.982598
11.000000, 0.606974, 56.982598
12.000000, -0.941039, 56.982598
12.000000, -0.928847, 56.982598
12.000000, -0.760552, 56.982598
12.000000, -0.466040, 56.982598
12.000000, -0.335189, 56.982598
12.000000, 0.725276, 56.982598
12.000000, 0.750364, 56.982598
12.000000, 0.962263, 56.982598
13.000000, -0.438600, 56.982598
13.000000, -0.072027, 56.982598
13.000000, -0.013140, 56.982598
13.000000, 0.380727, 56.982598
